learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),Precision (percent),Recall (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
520.0,1.146138542,1.3681053805152582E-7,520.0,100.0,100.0,?,?,?,?,?,520.0,465112.0,10.0,0.0,3135.2999999999997,87.29140214757055,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
530.0,1.160429765,1.3853012670128925E-7,530.0,100.0,100.0,?,?,?,?,?,530.0,465112.0,10.0,0.0,3194.0,87.56331042927359,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
540.0,1.174134365,1.401791300517756E-7,540.0,100.0,100.0,?,?,?,?,?,540.0,465112.0,10.0,0.0,3255.9,88.4225335785197,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
550.0,1.187767166,1.418194942014417E-7,550.0,100.0,100.0,?,?,?,?,?,550.0,465112.0,10.0,0.0,3314.3,82.99002617450152,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
560.0,1.201508074,1.4347286630502185E-7,560.0,100.0,100.0,?,?,?,?,?,560.0,465112.0,10.0,0.0,3376.8,78.26848379491935,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
570.0,1.215461699,1.4515183354058E-7,570.0,100.0,100.0,?,?,?,?,?,570.0,465112.0,10.0,0.0,3437.6,72.89444423273972,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
580.0,1.229444414,1.468343010247748E-7,580.0,100.0,100.0,?,?,?,?,?,580.0,465112.0,10.0,0.0,3490.6,78.12980651880987,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
590.0,1.243375021,1.4851049862392463E-7,590.0,100.0,100.0,?,?,?,?,?,590.0,465112.0,10.0,0.0,3552.2,82.24191956255238,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
600.0,1.257383566,1.5019607409788512E-7,600.0,100.0,100.0,?,?,?,?,?,600.0,465112.0,10.0,0.0,3614.8,80.80401530177127,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
610.0,1.271302,1.518708069831589E-7,610.0,100.0,100.0,?,?,?,?,?,610.0,465112.0,10.0,0.0,3677.0,79.66178506661774,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
620.0,1.285393606,1.535663767559165E-7,620.0,100.0,100.0,?,?,?,?,?,620.0,465112.0,10.0,0.0,3736.3,78.96419723168496,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
630.0,1.299277639,1.552369703475035E-7,630.0,100.0,100.0,?,?,?,?,?,630.0,465112.0,10.0,0.0,3798.7000000000003,78.54375991905552,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
640.0,1.313249397,1.5692419179914942E-7,640.0,100.0,100.0,?,?,?,?,?,640.0,466792.0,10.0,0.0,3862.6,76.22802051156197,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
650.0,1.32706947,1.585930958575301E-7,650.0,100.0,100.0,?,?,?,?,?,650.0,466792.0,10.0,0.0,3921.9999999999995,80.17619485995962,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
660.0,1.341191643,1.602984813379725E-7,660.0,100.0,100.0,?,?,?,?,?,660.0,466792.0,10.0,0.0,3982.6,76.51753611645721,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
